,years,회사명,stock_code,전년도ESG,종합등급,매출액,영업이익,영업이익(발표기준),당기순이익,지배주주순이익,비지배주주순이익,부채총계,자본총계,지배주주지분,비지배주주지분,자본금,부채비율,유보율,영업이익률,지배주주순이익률,ROA,ROE,EPS(원),BPS(원),DPS(원),PBR,발행주식수,배당수익률,지속가능경영 보고서공시여부,매출액_상승률(퍼센트),영업이익_상승률,배당수익률_상승률,영업이익률_상승률,이사의 수,사외이사 수,사외이사 비율,녹색 기업 지정,총 임원 수,여성 임원 수 ,여성 임원 비율,남성 평균 연봉,여성 평균 연봉,남성 정규직 수,여성 정규직 수,남성 직원 수,여성 직원 수,직원 수,여성 직원 비율,남성 직원 비율,남성 정규직 비율,여성 정규직 비율,외국인 보유수량,외국인 지분율,시가총액,상장주식수,용수 사용량 등급,에너지 총량 등급,온실가스 배출총량 등급,RE100,high_carbon,sbti,자본비율,기업분류,장애인근로자수,장애인고용률,L재무구조,L성장성,L지배구조,L환경,L사회,L사회_등급,L환경_등급,L지배구조_등급,L성장성_등급,L재무구조_등급,업종명
1527,2023,OCI홀딩스,010060,A,A,26497,5312,5312,7103,7135,-32,21416,38149,37211,938,1071,56.14,3396.61,20.0475525531192,26.93,11.18,18.69,36019,188949,3300,0.56,19813,3.11,0,-4.3049586478385,-2212,-0.78,-7.12569314011636,7,4,0.571428571428571,0,7,2,28.5714285714286,156000000,100000000,33,21,34,22,56,39.28571429,60.71428571,0.970588235,0.954545455,4036427,20.37,2104110333000,19812715,5,5,5,0,0,0,0.640449249571903,1,0,0.0,13,1,11,15,5,B,D,B,D,A,기타금융
1528,2019,한국무브넥스,010100,0,C,9540,149,149,109,114,-4,4241,2281,2160,122,305,185.92,609.23,1.56184486373166,1.19,1.69,5.35,373,7092,50,0.31,30450,2.27,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,66990924000,30450420,5,5,5,0,1,0,0.349685727426031,2,0,0.0,8,3,9,15,3,,,,,,운수장비
1529,2020,한국무브넥스,010100,C,B,8816,138,138,114,116,-1,4310,2370,2252,118,305,181.9,639.48,1.56533575317604,1.31,1.73,5.24,379,7395,50,0.5,30450,1.36,0,-7.58909853249475,-11,-0.91,0.00349088944438725,4,1,0.25,0,5,0,0.0,154000000,112000000,432,7,470,8,478,1.673640167,98.32635983,0.919148936,0.875,800894,2.63,111753041400,30450420,1,1,1,0,1,0,0.354790419161677,2,0,0.0,8,3,12,3,4,C,A,B+,C,C,운수장비
1530,2021,한국무브넥스,010100,B,D,10039,262,262,197,186,11,4368,2626,2561,65,305,166.32,741.18,2.60982169538799,1.85,2.89,7.74,612,8412,90,0.32,30450,3.36,0,13.8725045372051,124,2.0,1.04448594221194,4,1,0.25,0,5,0,0.0,156000000,124000000,409,7,464,9,473,1.902748414,98.09725159,0.881465517,0.777777778,1347575,4.43,81607125600,30450420,1,1,1,0,1,0,0.37546468401487,2,0,0.0,8,11,12,3,5,B,A,B+,A,C,운수장비
1531,2022,한국무브넥스,010100,D,C,13714,370,370,356,333,23,4981,3012,2921,92,305,165.36,859.23,2.69797287443488,2.43,4.76,12.16,1095,9592,70,0.28,30450,2.59,0,36.6072317959956,108,-0.77,0.0881511790468972,4,1,0.25,0,5,0,0.0,157000000,137000000,431,7,482,13,495,2.626262626,97.37373737,0.894190871,0.538461538,983527,3.23,82216134000,30450420,1,1,1,0,1,0,0.376782586940205,2,0,0.0,8,9,12,3,5,B,A,B+,B+,C,운수장비
1532,2023,한국무브넥스,010100,C,0,15108,593,593,505,472,33,5335,3412,3261,151,305,156.38,970.97,3.92507280910776,3.12,6.03,15.26,1549,10710,100,0.86,30450,1.08,0,10.1647950998979,223,-1.51,1.22709993467287,4,1,0.25,0,5,0,0.0,94000000,241000000,412,17,464,26,490,5.306122449,94.69387755,0.887931034,0.653846154,1295827,4.26,281970889200,30450420,5,5,5,0,1,0,0.390076597690637,2,0,0.0,9,9,11,15,4,C,D,B,B+,B,운수장비
1533,2019,LS ELECTRIC,010120,0,A,23468,1685,1685,1030,1039,-8,11755,13627,13606,21,1500,86.26,824.09,7.17998977330834,4.43,4.17,7.82,3462,46204,1200,1.18,30000,2.2,1,0.0,-93,0.0,0.0,0,0,0.0,0,26,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1638000000000,30000000,5,5,5,0,0,0,0.536897679366455,3,0,0.0,12,3,10,15,3,,,,,,전기전자
1534,2020,LS ELECTRIC,010120,A,A,24027,1337,1337,855,852,3,11269,14135,14115,20,1500,79.73,858.03,5.56457318849628,3.55,3.37,6.15,2839,47901,1100,1.32,30000,1.74,1,2.38196693369694,-348,-0.46,-1.61541658481206,7,4,0.571428571428571,1,26,0,0.0,228000000,162000000,2814,313,2898,358,3256,10.995086,89.004914,0.971014493,0.874301676,4201972,14.01,1893000000000,30000000,1,1,4,0,0,0,0.556408439615809,3,0,0.0,12,5,13,5,8,A,B+,A,C,A,전기전자
1535,2021,LS ELECTRIC,010120,A,A,26683,1551,1551,853,847,6,13233,14734,14816,-82,1500,89.81,904.78,5.81268972754188,3.18,3.2,5.86,2825,50239,1000,1.11,30000,1.79,1,11.0542306571773,214,0.05,0.248116539045604,7,4,0.571428571428571,1,27,0,0.0,248000000,189000000,2771,322,2845,377,3222,11.70080695,88.29919305,0.973989455,0.854111406,5358670,17.86,1674000000000,30000000,1,1,1,0,0,0,0.526835198626953,3,0,0.0,12,10,13,2,8,A,A+,A,B+,A,전기전자
1536,2022,LS ELECTRIC,010120,0,A,33771,1875,1875,912,903,9,17735,15493,15535,-42,1500,114.47,951.91,5.55210091498623,2.67,2.98,5.95,3010,52595,1100,1.07,30000,1.95,1,26.5637297155492,324,0.16,-0.260588812555649,6,4,0.666666666666667,1,33,2,6.06060606060606,354000000,249000000,2639,334,2724,388,3112,12.46786632,87.53213368,0.968795888,0.860824742,3610896,12.04,1692000000000,30000000,1,1,1,0,0,0,0.46626339231973,1,0,0.0,12,9,11,2,8,A,A+,B,B+,A,전기전자
1537,2023,LS ELECTRIC,010120,A,A,42305,3249,3249,2077,2060,17,20089,17240,17128,113,1500,116.52,1058.09,7.67994326911713,4.87,5.89,12.61,6865,57905,2800,1.26,30000,3.83,0,25.2702022445293,1374,1.88,2.1278423541309,8,5,0.625,1,33,2,6.06060606060606,358000000,272000000,2716,357,2803,401,3204,12.51560549,87.48439451,0.968961827,0.890274314,5278039,17.59,2196000000000,30000000,5,5,5,0,0,0,0.461839320635431,1,0,0.0,12,11,11,14,9,A+,B+,B,A,A,전기전자
1538,2019,고려아연,010130,0,B,66948,8053,8053,6386,6329,57,10022,68384,67154,1230,944,14.66,7074.28,12.0287387225907,9.45,8.48,9.76,33541,358714,14000,1.18,18870,3.29,1,0.0,-93,0.0,0.0,0,0,0.0,0,33,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,8019750000000,18870000,5,5,5,0,1,1,0.872178149631406,2,0,0.0,15,3,8,15,3,,,,,,철강금속
1539,2020,고려아연,010130,B,B,75819,8974,8974,5748,5730,19,14126,70870,69698,1172,944,19.93,7343.87,11.8360833036574,7.56,7.04,8.37,30363,372193,15000,1.08,18870,3.74,1,13.2505825416741,921,0.45,-0.192655418933272,9,5,0.555555555555556,0,35,0,0.0,87047000,43708000,1338,58,1395,60,1455,4.12371134,95.87628866,0.959139785,0.966666667,4458708,23.63,7576305000000,18870000,1,1,1,0,1,1,0.833803943714998,2,0,0.0,15,9,11,3,7,B+,A,B,B+,A,철강금속
1540,2021,고려아연,010130,B,B,99768,10961,10961,8111,8068,43,22298,77342,76077,1265,944,28.83,8004.04,10.9864886536765,8.09,8.79,11.07,42755,405202,20000,1.26,18870,3.91,1,31.5870692042892,1987,0.17,-0.849594649980865,11,6,0.545454545454545,0,40,1,2.5,87775000,44612000,1383,65,1485,65,1550,4.193548387,95.80645161,0.931313131,1.0,3440569,18.23,9642570000000,18870000,1,1,1,1,1,1,0.776214371738258,2,0,0.0,15,9,12,2,7,B+,A+,B+,B+,A,철강금속
1541,2022,고려아연,010130,B,B,112194,9192,9192,7983,7806,177,28662,92317,90427,1890,993,31.05,9005.01,8.19295149473234,6.96,7.24,9.38,40578,455251,20000,1.24,19863,3.55,1,12.4548953572288,-1769,-0.36,-2.79353715894419,11,6,0.545454545454545,0,45,2,4.44444444444444,97619000,49166000,1448,88,1627,93,1720,5.406976744,94.59302326,0.889981561,0.946236559,4527098,22.79,11202821112000,19863158,1,1,1,1,1,1,0.763082849089511,4,0,0.0,15,5,14,2,7,B+,A+,A,C,A,철강금속
1542,2023,고려아연,010130,B,0,97045,6599,6599,5334,5273,61,24041,96420,93902,2518,1045,24.93,8931.8,6.79993817301252,5.43,4.42,5.72,26130,451590,15000,1.1,20909,3.01,0,-13.5025045902633,-2593,-0.54,-1.39301332171982,11,6,0.545454545454545,0,53,2,3.77358490566038,105025000,60458000,1680,103,1771,107,1878,5.697550586,94.30244941,0.948616601,0.962616822,3770128,18.03,10412476824000,20908588,5,5,5,1,1,1,0.800425033828376,2,0,0.0,15,2,12,14,7,B+,B+,B+,D,A,철강금속
1543,2019,삼성중공업,010140,0,B+,73497,-6166,-6166,-13154,-13108,-45,83512,52489,52452,37,31506,159.1,97.28,-8.38945807311863,-17.84,-9.43,-21.88,-2003,9498,0,0.72,654258,0.0,1,0.0,-93,0.0,0.0,0,0,0.0,0,55,1,1.81818181818182,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,4580100000000,630000000,5,5,5,0,0,1,0.385945691575797,2,0,0.0,15,3,11,15,1,,,,,,운수장비
1544,2020,삼성중공업,010140,B+,B+,68603,-10541,-10541,-14927,-14824,-103,92039,37182,37242,-60,31506,247.54,49.0,-15.3652172645511,-21.61,-11.26,-33.06,-2265,7174,0,0.93,654258,0.0,1,-6.65877518810292,-4375,0.0,-6.97575919143248,7,4,0.571428571428571,0,48,2,4.16666666666667,156000000,91000000,9271,361,9505,381,9886,3.853934857,96.14606514,0.975381378,0.947506562,96521344,15.32,4435200000000,630000000,1,1,1,0,0,1,0.287737382179505,2,0,0.0,15,1,14,3,7,B+,A,A,D,A,운수장비
1545,2021,삼성중공업,010140,B+,B+,66220,-13120,-13120,-14521,-14451,-70,80413,40973,41110,-138,8801,196.26,477.35,-19.8127453941407,-21.82,-11.59,-36.89,-2097,5773,0,0.98,880000,0.0,1,-3.47360902584435,-2579,0.0,-4.44752812958963,7,4,0.571428571428571,0,42,1,2.38095238095238,159000000,99000000,8817,329,8931,348,9279,3.750404138,96.24959586,0.987235472,0.945402299,129257827,14.69,4989600000000,880000000,1,1,1,0,0,1,0.337543044502661,2,0,0.0,15,2,14,3,7,B+,A,A,D,A,운수장비
1546,2022,삼성중공업,010140,B+,A,59447,-8544,-8544,-6274,-6194,-80,109198,35719,35945,-226,8801,305.71,418.65,-14.3724662304237,-10.42,-4.71,-16.08,-704,5187,0,0.99,880000,0.0,1,-10.2280277861673,4576,0.0,5.44027916371701,7,4,0.571428571428571,0,42,1,2.38095238095238,174000000,118000000,8296,260,8457,318,8775,3.623931624,96.37606838,0.980962516,0.817610063,148796531,16.91,4496800000000,880000000,1,1,1,0,0,1,0.246479019024683,2,0,0.0,15,7,14,3,7,B+,A,A,B,A,운수장비
1547,2023,삼성중공업,010140,A,A,80094,2333,2333,-1556,-1483,-73,121842,34092,34393,-301,8801,357.39,401.03,2.91282742777237,-1.85,-1.03,-4.22,-168,5010,0,1.55,880000,0.0,0,34.7317778861843,10877,0.0,17.2852936581961,7,4,0.571428571428571,0,43,1,2.32558139534884,185000000,130000000,8106,314,9255,385,9640,3.993775934,96.00622407,0.875850891,0.815584416,176796336,20.09,6820000000000,880000000,5,5,5,0,0,1,0.218630959251991,4,0,0.0,15,10,16,15,7,B+,D,A+,B+,A,운수장비
1548,2019,우진아이엔에스,010400,0,C,1073,9,9,21,21,0,263,1070,1070,0,38,24.59,2736.86,0.838769804287046,1.98,1.66,1.97,279,14184,250,0.59,7622,2.98,0,0.0,-93,0.0,0.0,0,0,0.0,0,14,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,64024800000,7622000,5,5,5,0,0,0,0.802700675168792,1,0,0.0,4,3,5,15,3,,,,,,건설업
1549,2020,우진아이엔에스,010400,C,C,1404,18,18,18,18,0,196,1014,1014,0,38,19.32,2740.7,1.28205128205128,1.26,1.39,1.69,231,14204,250,0.57,7622,3.1,0,30.8480894687791,9,0.12,0.443281477764236,3,1,0.333333333333333,0,14,0,0.0,94000000,70000000,153,7,153,7,160,4.375,95.625,1.0,1.0,62660,0.82,61509540000,7622000,5,5,5,0,0,0,0.83801652892562,1,0,0.0,4,10,6,15,4,C,D,D,B+,D,건설업
1550,2021,우진아이엔에스,010400,C,C,895,-67,-67,-32,-32,0,176,971,971,0,38,18.09,2626.85,-7.48603351955307,-3.59,-2.73,-3.24,-421,13634,100,0.52,7622,1.4,0,-36.2535612535613,-85,-1.7,-8.76808480160436,4,2,0.5,0,15,0,0.0,107931000,32503000,130,7,130,7,137,5.109489051,94.89051095,1.0,1.0,59619,0.78,54268640000,7622000,5,5,5,0,0,0,0.846556233653008,1,0,0.0,4,1,6,15,3,D,D,D,D,D,건설업
1551,2022,우진아이엔에스,010400,C,C,840,-56,-56,-33,-33,0,180,936,936,0,38,19.25,2535.39,-6.66666666666667,-3.96,-2.94,-3.49,-436,13177,0,0.39,7622,0.0,0,-6.14525139664804,11,-1.4,0.819366852886406,4,2,0.5,0,15,0,0.0,92727000,33819000,127,7,127,7,134,5.223880597,94.7761194,1.0,1.0,65292,0.86,38948420000,7622000,5,5,5,0,0,0,0.838709677419355,1,0,0.0,4,6,6,15,2,D,D,D,B,D,건설업
1552,2023,우진아이엔에스,010400,C,0,1002,-33,-33,19,19,0,179,956,956,0,38,18.69,2583.98,-3.2934131736527,1.93,1.72,2.05,254,13420,0,0.38,7622,0.0,0,19.2857142857143,23,0.0,3.37325349301397,4,2,0.5,0,16,0,0.0,103216000,41005000,122,6,122,6,128,4.6875,95.3125,1.0,1.0,57695,0.76,39024640000,7622000,5,5,5,0,0,0,0.842290748898678,1,0,0.0,4,10,6,15,2,D,D,D,B+,D,건설업
1553,2019,한솔PNS,010420,0,A,2339,40,40,32,32,0,624,411,411,0,102,151.87,300.7,1.71013253527148,1.35,3.24,7.94,154,2004,25,0.87,20493,1.44,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,35555375820,20493012,5,5,5,0,1,0,0.397485493230174,1,0,0.0,5,3,6,15,2,,,,,,유통업
1554,2020,한솔PNS,010420,A,A,2448,39,39,30,30,0,635,437,437,0,102,145.39,326.06,1.59313725490196,1.21,2.8,6.97,144,2130,25,0.81,20493,1.45,0,4.6601111586148,-1,0.01,-0.116995280369523,7,2,0.285714285714286,0,7,0,0.0,117000000,79000000,154,55,157,57,214,26.63551402,73.36448598,0.98089172,0.964912281,875075,4.27,35452910760,20493012,5,5,5,0,1,0,0.408029878618114,1,0,0.0,5,7,9,15,6,B,D,C,B,C,유통업
1555,2021,한솔PNS,010420,A,B,2629,46,46,36,35,1,597,500,466,35,102,119.23,354.57,1.74971472042602,1.32,3.32,7.68,169,2273,25,0.87,20493,1.26,0,7.3937908496732,7,-0.19,0.156577465524057,7,2,0.285714285714286,0,7,0,0.0,125000000,93000000,161,54,162,55,217,25.34562212,74.65437788,0.99382716,0.981818182,1090348,5.32,40678628820,20493012,5,5,5,0,1,0,0.455788514129444,1,0,0.0,5,9,9,15,6,B,D,C,B+,C,유통업
1556,2022,한솔PNS,010420,0,B+,3142,27,27,18,19,-1,838,511,474,37,102,164.07,362.16,0.859325270528326,0.6,1.45,4.02,92,2311,25,0.68,20493,1.6,0,19.5131228604032,-19,0.34,-0.890389449897692,6,2,0.333333333333333,0,8,0,0.0,128000000,94000000,197,65,197,66,263,25.09505703,74.90494297,1.0,0.984848485,537759,2.62,31969098720,20493012,5,5,5,0,1,0,0.378799110452187,1,0,0.0,5,6,10,15,6,B,D,C,B,C,유통업
1557,2023,한솔PNS,010420,B+,0,3117,-18,-18,-42,-40,-3,789,460,429,31,102,171.5,318.75,-0.577478344562079,-1.27,-3.26,-8.79,-194,2094,25,0.6,20493,1.99,0,-0.795671546785493,-45,0.39,-1.43680361509041,7,2,0.285714285714286,0,8,0,0.0,119000000,89000000,210,73,214,74,288,25.69444444,74.30555556,0.981308411,0.986486486,214725,1.05,25800702108,20493012,5,5,5,0,1,0,0.368294635708567,1,0,0.0,5,4,9,15,7,B+,D,C,C,C,유통업
1558,2022,오리콤,010470,0,B,1901,142,142,123,123,0,1079,1066,1066,0,120,101.24,797.62,7.46975276170437,6.46,5.77,12.07,1026,8976,270,1.72,11975,1.75,0,0.0,-93,0.0,0.0,5,3,0.6,0,11,1,9.09090909090909,93000000,59000000,102,173,110,189,299,63.21070234,36.78929766,0.927272727,0.915343915,243078,2.03,184415770000,11975050,5,5,5,0,0,0,0.497201492537313,1,0,0.0,6,3,9,15,8,A,D,C,C,C,기타서비스
1559,2023,오리콤,010470,A,A,2186,122,122,98,98,0,1195,1178,1178,0,120,101.44,891.3,5.58096980786825,4.5,4.35,8.77,821,9913,270,1.07,11975,2.55,0,14.9921094160968,-20,0.8,-1.88878295383612,5,3,0.6,0,15,2,13.3333333333333,107000000,71000000,109,179,115,191,306,62.41830065,37.58169935,0.947826087,0.937172775,51186,0.43,126815779500,11975050,5,5,5,0,0,0,0.496418036241045,1,0,0.0,6,6,8,15,9,A+,D,D,B,C,기타서비스
1560,2019,에스엠벡셀,010580,0,C,783,-47,-47,-112,-112,0,545,194,194,0,323,281.29,-40.11,-6.00255427841635,-14.3,-16.28,-48.48,-838,1608,0,3.91,12064,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,10,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,49555027405,59064395,5,5,5,0,1,0,0.262872628726287,1,0,0.0,4,3,7,15,4,,,,,,운수장비
1561,2021,에스엠벡셀,010580,0,D,731,-82,-82,-166,-166,0,155,324,324,0,327,47.84,-1.18,-11.2175102599179,-22.72,-29.81,-79.32,-658,494,0,4.64,65497,0.0,0,-6.6411238825032,-35,0.0,-5.21495598150157,4,1,0.25,0,5,0,0.0,59441000,36796000,107,5,107,5,112,4.464285714,95.53571429,1.0,1.0,416330,0.64,100210979160,65497372,5,5,5,0,1,0,0.677824267782427,1,0,0.0,4,1,7,15,3,D,D,D,D,D,운수장비
1562,2022,에스엠벡셀,010580,D,D,1368,34,34,92,92,0,826,670,670,0,556,123.33,20.53,2.48538011695906,6.74,9.34,18.56,93,603,0,2.9,111252,0.0,0,87.140902872777,116,0.0,13.702890376877,4,2,0.5,0,9,0,0.0,9953000,6348000,234,28,239,36,275,13.09090909,86.90909091,0.979079498,0.777777778,505108,0.45,194134321200,111251760,5,5,5,0,1,0,0.447860962566845,1,0,0.0,5,10,8,15,3,D,D,D,A,C,운수장비
1563,2023,에스엠벡셀,010580,D,0,2027,95,95,7,7,0,367,665,665,0,556,55.25,19.69,4.68672915638875,0.34,0.54,1.03,6,598,0,3.04,111252,0.0,0,48.172514619883,61,0.0,2.20134903942969,6,3,0.5,0,8,1,12.5,130682000,76429000,225,28,226,33,259,12.74131274,87.25868726,0.995575221,0.848484848,705120,0.63,202700706720,111251760,5,5,5,0,1,0,0.643756050338819,1,0,0.0,6,10,7,15,3,D,D,D,A,C,운수장비
1564,2019,웰바이오텍,010600,0,B,523,-64,-64,-166,-153,-13,442,756,763,-7,215,58.42,254.82,-12.2370936902486,-29.23,-14.33,-20.27,-362,1774,0,1.23,43010,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,93977081610,43010106,5,5,5,0,1,0,0.631051752921536,1,0,0.0,4,3,5,15,1,,,,,,유통업
1565,2020,웰바이오텍,010600,B,B,604,-126,-126,-678,-674,-4,514,195,190,5,227,263.87,-29.67,-20.8609271523179,-111.58,-71.12,-141.53,-1488,419,0,5.58,45310,0.0,0,15.4875717017208,-62,0.0,-8.62383346206932,11,3,0.272727272727273,0,12,1,8.33333333333333,37000000,39000000,37,16,37,16,53,30.18867925,69.81132075,1.0,1.0,156222,0.35,105485250780,45079167,5,5,5,0,1,0,0.275035260930889,1,0,0.0,4,4,9,15,6,B,D,C,C,D,유통업
1566,2021,웰바이오텍,010600,B,D,1084,-43,-43,-333,-333,0,1024,370,365,5,293,276.42,24.56,-3.96678966789668,-30.71,-31.67,-119.86,-567,623,0,2.83,58677,0.0,0,79.4701986754967,83,0.0,16.8941374844212,7,2,0.285714285714286,0,8,1,12.5,72000000,45000000,11,10,11,10,21,47.61904762,52.38095238,1.0,1.0,314641,0.54,103565335660,58677244,5,5,5,0,1,0,0.265423242467719,1,0,0.0,4,10,9,15,3,D,D,C,A,D,유통업
1567,2022,웰바이오텍,010600,D,D,1581,23,23,-210,-209,-1,240,353,348,5,332,67.93,4.68,1.45477545857053,-13.21,-21.16,-58.56,-314,523,0,2.03,66432,0.0,0,45.8487084870849,66,0.0,5.4215651264672,6,2,0.333333333333333,0,7,0,0.0,60000000,43000000,17,13,17,13,30,43.33333333,56.66666667,1.0,1.0,498061,0.75,70750190760,66432104,5,5,5,0,1,0,0.595278246205734,1,0,0.0,4,10,8,15,3,D,D,D,A,D,유통업
1568,2023,웰바이오텍,010600,C,0,721,-159,-159,-664,-649,-15,230,372,380,-8,455,61.85,-24.12,-22.0527045769764,-89.99,-111.06,-178.39,-737,418,0,2.88,90923,0.0,0,-54.3959519291588,-182,0.0,-23.507480035547,6,2,0.333333333333333,0,9,0,0.0,56000000,15000000,16,15,16,15,31,48.38709677,51.61290323,1.0,1.0,1629391,1.79,109562705435,90923407,5,5,5,0,1,0,0.617940199335548,1,0,0.0,4,1,7,15,6,B,D,D,D,D,유통업
1569,2019,HD현대미포,010620,0,A,29941,926,926,612,533,79,10267,23540,23175,365,1997,43.61,1063.64,3.09274907317725,1.78,1.79,2.31,1333,58182,350,0.79,39942,0.76,1,0.0,-93,0.0,0.0,0,0,0.0,0,22,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1839335961450,39942149,5,5,5,0,0,0,0.696326095959297,1,0,0.0,12,3,7,15,2,,,,,,운수장비
1570,2020,HD현대미포,010620,A,A,27920,367,367,-123,-195,72,12315,23675,23266,409,1997,52.02,1068.17,1.31446991404012,-0.7,-0.35,-0.84,-488,58409,0,0.82,39942,0.0,1,-6.74994155171838,-559,-0.76,-1.77827915913713,5,3,0.6,0,23,0,0.0,70346000,41737000,2950,46,2975,91,3066,2.96803653,97.03196347,0.991596639,0.505494505,5137804,12.86,1917223152000,39942149,1,1,3,0,0,0,0.657821617115866,1,0,0.0,12,2,10,5,5,B,B+,C,D,A,운수장비
1571,2021,HD현대미포,010620,A,B+,28872,-2173,-2173,-1601,-1597,-4,16740,22043,21637,406,1997,75.94,986.61,-7.52632308118592,-5.53,-4.28,-7.11,-3998,54331,0,1.29,39942,0.0,1,3.40974212034384,-2540,0.0,-8.84079299522604,5,3,0.6,0,24,0,0.0,76659000,44853000,2924,50,2940,84,3024,2.777777778,97.22222222,0.994557823,0.595238095,4242729,10.62,2795950430000,39942149,1,1,3,0,0,0,0.568367583735142,1,0,0.0,12,4,11,5,5,B,B+,B,C,A,운수장비
1572,2022,HD현대미포,010620,B+,A,37169,-1091,-1091,-438,-446,8,25730,21753,21348,405,1997,118.28,972.16,-2.93524173370282,-1.2,-1.01,-2.07,-1116,53608,0,1.58,39942,0.0,1,28.7371848157384,1082,0.0,4.59108134748311,5,3,0.6,0,29,1,3.44827586206897,87189000,48869000,2981,56,3016,87,3103,2.803738318,97.19626168,0.988395225,0.643678161,8285730,20.74,3375111590500,39942149,1,1,3,0,0,0,0.458131502464092,1,0,0.0,13,10,11,5,5,B,B+,B,A,A,운수장비
1573,2023,HD현대미포,010620,A,A,40391,-1529,-1529,-1390,-1429,40,28939,20152,19701,451,1997,143.6,889.7,-3.78549676908222,-3.54,-2.88,-6.96,-3579,49485,0,1.72,39942,0.0,0,8.66851408431757,-438,0.0,-0.850255035379405,5,3,0.6,0,35,1,2.85714285714286,85801000,50025000,3036,81,3417,129,3546,3.637901861,96.36209814,0.888498683,0.627906977,9942057,24.89,3391088450100,39942149,5,5,5,0,0,0,0.410502943513068,1,0,0.0,13,5,11,15,5,B,D,B,C,A,운수장비
1574,2019,화천기계,010660,0,C,1597,-93,-93,-61,-61,0,337,1246,1246,0,110,27.07,1040.64,-5.82341891045711,-3.84,-3.83,-4.93,-279,5703,0,0.48,22000,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,60720000000,22000000,5,5,5,0,0,0,0.787113076437145,1,0,0.0,4,3,5,15,1,,,,,,기계
1575,2020,화천기계,010660,C,C,1368,-48,-48,-46,-46,0,263,1202,1202,0,110,21.91,1016.79,-3.50877192982456,-3.33,-2.99,-3.72,-207,5584,0,0.47,22000,0.0,0,-14.3393863494051,45,0.0,2.31464698063255,6,2,0.333333333333333,0,7,0,0.0,68759000,49001000,271,25,275,29,304,9.539473684,90.46052632,0.985454545,0.862068966,161113,0.73,57970000000,22000000,5,5,5,0,0,0,0.820477815699659,1,0,0.0,4,7,7,15,3,D,D,D,B,D,기계
1576,2021,화천기계,010660,C,D,1759,13,13,54,54,0,301,1258,1258,0,110,23.93,1067.82,0.739056281978397,3.06,3.56,4.37,245,5839,10,0.46,22000,0.38,0,28.5818713450292,61,0.38,4.24782821180296,6,2,0.333333333333333,0,7,0,0.0,71847000,43456000,250,22,258,27,285,9.473684211,90.52631579,0.968992248,0.814814815,555077,2.52,58630000000,22000000,5,5,5,0,0,0,0.806927517639513,1,0,0.0,4,11,8,15,4,C,D,D,A,D,기계
1577,2022,화천기계,010660,D,C,1897,13,13,36,36,0,326,1288,1288,0,110,25.31,1095.21,0.685292567211386,1.88,2.24,2.8,162,5976,30,0.53,22000,0.95,0,7.84536668561682,0,0.57,-0.0537637147670104,6,2,0.333333333333333,0,7,0,0.0,73052000,45756000,243,24,253,29,282,10.28368794,89.71631206,0.960474308,0.827586207,284260,1.29,69300000000,22000000,5,5,5,0,0,0,0.798017348203222,1,0,0.0,5,7,7,15,4,C,D,D,B,C,기계
1578,2023,화천기계,010660,C,0,1619,-30,-30,8,8,0,300,1376,1376,0,110,21.78,1150.56,-1.85299567634342,0.47,0.47,0.58,35,6253,30,0.62,22000,0.78,0,-14.6547179757512,-43,-0.17,-2.53828824355481,6,2,0.333333333333333,0,7,0,0.0,73925000,44250000,229,26,229,31,260,0.119230769,0.880769231,1.0,0.838709677,335172,1.52,85140000000,22000000,5,5,5,0,0,0,0.821492537313433,1,0,0.0,4,2,8,15,4,C,D,D,D,D,기계
1579,2019,화신,010690,0,C,11643,19,19,66,66,0,5087,2997,2997,0,175,169.71,1640.68,0.163188181740101,0.57,0.81,2.24,190,8703,50,0.38,34920,1.53,0,0.0,-93,0.0,0.0,0,0,0.0,0,24,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,114189740700,34920410,5,5,5,0,1,0,0.370732310737259,2,0,0.0,9,3,9,15,2,,,,,,운수장비
